"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Approval Class","Product Type","Expiry Date","PIN Support","PIN Key Management","SRED Key Management","Prompt Control","PIN Entry Technology","Functions Provided","Approved usage","Remote-managed HSM","Supports ISO Format 4 (AES) PIN Blocks","Interface Isolation","Not Marketed"
"Feitian Technologies Co., Ltd.",M200," M200_01_xx_xx (Without 4G)  M200_02_xx_xx (Without camera)  M200_03_xx_xx (Without 4G and camera) M200_00_xx_xx (Full function)"," Android OS: M200_OS_1.01.06.00_xxx_xxxxxxxxxxxx, Secure Firmware: M200_SF_1.00.07.00_xx_xxxxxxxx,Secure Boot: M200_BL_1.00.13.00_xxxxxxxxSecure Boot: M200_BL_1.00.13.00_xxxxxxxx: 31 Dec 2025,Secure Firmware: M200_SF_1.00.07.00_xx_xxxxxxxx: 31 Dec 2025,Android OS: M200_OS_1.01.06.00_xxx_xxxxxxxxxxxx: 31 Dec 2025",,4-90303,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",T20,"   T20_01_xx_xx (Without camera)  T20_02_xx_xx (Without touch panel)  T20_03_xx_xx (Without camera and touch panel) T20_00_xx_xx (Full function)"," Linux OS: T20_OS_1.01.01.00_xxx_xxxxxxxxxxxx, Secure Firmware: T20_SF_1.00.07.00_xx_xxxxxxxx,Secure Boot: T20_BL_1.00.02.00_xxxxxxxxSecure Boot: T20_BL_1.00.02.00_xxxxxxxx: 31 Dec 2025,Secure Firmware: T20_SF_1.00.07.00_xx_xxxxxxxx: 31 Dec 2025,Linux OS: T20_OS_1.01.01.00_xxx_xxxxxxxxxxxx: 31 Dec 2025",,4-90300,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",T50,"   T50_01_xx_xx (USB; without touch panel)  T50_02_xx_xx (USB; without camera)  T50_03_xx_xx (USB; without touch panel and camera)  T50_04_xx_xx (RS232; full function)  T50_05_xx_xx (RS232; without touch panel)  T50_06_xx_xx (RS232; without camera)  T50_07_xx_xx (RS232; without touch panel and camera) T50_00_xx_xx (USB; full function)"," Secure Firmware: T50_SF_1.00.07.00_xx_xxxxxxxx,Secure Boot: T50_BL_1.00.02.00_xxxxxxxxSecure Boot: T50_BL_1.00.02.00_xxxxxxxx: 31 Dec 2025,Secure Firmware: T50_SF_1.00.07.00_xx_xxxxxxxx: 31 Dec 2025",,4-90238,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,SRED",,,Yes,,0
"FOSHAN KAILA ELECTRONIC TECHNOLOGY CO., LTD",Z95,A20,"1.011.01: 31 Dec 2026",,4-90360,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"FOSHAN KAILA ELECTRONIC TECHNOLOGY CO., LTD",Z990,MF_HW_V1.01,"MF_FW_V1.01MF_FW_V1.01: 31 Dec 2025",,4-90361,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Centerm Information Co., Ltd",B70,"   V1.00-1110x  V1.00-1300x  V1.00-1310x V1.00-1100x","V1.00-xxxx.xxxxV1.00-xxxx.xxxx: 31 Dec 2025",,4-90279,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Centerm Information Co., Ltd","BASE T10"," V1.00-0100.xx00  V1.00-0200.xx00  V1.00-1000.xx00  V1.00-1100.xx00  V1.00-1200.xx00 V1.00-0000.xx00","V1.00-xxxxV1.00-xxxx: 31 Dec 2026",,4-90152,6.x,PED,OEM,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",N/A,"Physical Keypad","ICCR,MSR,CTLS,SRED",,,,,0
"Fujian Centerm Information Co., Ltd","CTA K10"," V1.00-x0xx.x1x0 V1.00-x0xx.x0x0 V1.00-x2xx.x0x0","V1.00-xxxx.xxxx,V1.00-xxxx.xxxx0V1.00-xxxx.xxxx0: 31 Dec 2026,V1.00-xxxx.xxxx: 31 Dec 2023",,4-90167,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Centerm Information Co., Ltd",K9,V4.50-x9xx.x1x0,"V1.00-xxxx.xxxxV1.00-xxxx.xxxx: 31 Dec 2025",,4-90268,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Centerm Information Co., Ltd",K9,V4.50-00xx.0x00,V1.00-xxxx.xxxx,,4-90049,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Landi Commercial Equipment Co Ltd","AECR C10",L45xxaxxxb1,0204030f02.xxxxx,,4-30278,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Fujian Landi Commercial Equipment Co Ltd","AECR C10-S1, AECR C10-S3","L45xxaxxxb1 (a = 0: w/o WIFI w/o Bluetooth; a = 1: w/ WIFI w/o Bluetooth; a = 2: w/o WIFI w/ Bluetooth; a = 3: w/ WIFI w/ Bluetooth; b = C: w/ dual 15&#39; LCD (AECR C10-S1); b = E: w/ 15&#39; LCD + DTD (AECR  C10-S3))",0204030f02.xxxxx,,4-30281,5.x,SCR,,"30 Apr 2026",Offline,"TDES:N/A; AES:N/A",,Acquirer-controlled,N/A,"Display,ICCR,MSR,OP,SRED",,,,,1
"Fujian Landi Commercial Equipment Co Ltd","APOS A7",a440bcxxdx1,0208030e03.xxxxx,,4-90001,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Fujian Landi Commercial Equipment Co Ltd","APOS A8"," A8-K: x420xbxxcx4 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS); 1 (CTLS); 2 (no CTLS); 3 (CTLS)) A8-P: x390xbxxcx4 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS); 1 (CTLS); 2 (no CTLS); 3 (CTLS))",1002010101.xxxxx,1.xxx,4-30396,3.x,KLD,,"30 Apr 2026",N/A,"TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,N/A,N/A,,,,,,0
"Fujian Landi Commercial Equipment Co Ltd","APOS A8"," 1 (CTLS) ; 2 (no CTLS) ; 3 (CTLS); 4 (CTLS); 6 (CTLS))  1 (CTLS); 2 (no CTLS); 3 (CTLS))  A8-K: x420xbxxcx4 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS);   A8-K: x420xbxxcx5 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS)  A8-M: x380xbxxcx4 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS);   A8-M: x380xbxxcx5 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS)  A8-P: x390xbxxcx4 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS);   A8-P: x390xbxxcx5 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS)  A8-R: x340xbxxcx5 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS) A8-R: x340xbxxcx4 (b= 0; 1; 2; 3; 4. c= 0 (no CTLS); "," A8-R/P/K: 0802010101.xxxxx, A8-R/P/K: 1002010101.xxxxx, A8-R/P/K: 1102010101.xxxxx, A8-R/P/K: 1202010101.xxxxx, A8-R/P/K: 1302010101.xxxxx, A8-R/P/K: 1402010101.xxxxx,A8-M: 0801010101.xxxxx,A8-R/P/K: 1502010101.xxxxx",,4-30358,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Landi Commercial Equipment Co Ltd","APOS A9"," L48xxcxx1x1 w/ CTLS w/o SAM card  L48xxcxx2x1 w/o CTSL w/ SAM card  L48xxcxx3x1  w/ CTSL w/ SAM card   c = 0: w/o WIFI w/o Bluetooth  c = 1: w/ WIFI w/o Bluetooth  c = 2: w/o WIFI w/ Bluetooth  c = 3: w/ WIFI w/ Bluetooth L48xxcxx0x1 w/o CTSL w/o SAM card","0208030e04.xxxxx<br />",,4-30295,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Landi Commercial Equipment Co Ltd","AxPOS A8S"," A8x211 A8x111"," 03.01.01.xxxxx,01.01.01.xxxxx",,4-90125,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Fujian Landi Commercial Equipment Co Ltd","AxPOS A8S"," A8x312 A8x212","03.02.11.xxxxx,03.03.11.xxxxx03.03.11.xxxxx: 31 Dec 2026,03.02.11.xxxxx: 31 Dec 2023",,4-90144,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Landi Commercial Equipment Co Ltd",E350P,"   50PB11 50PA11","010201.xxxx010201.xxxx: 31 Dec 2025",,4-90274,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Landi Commercial Equipment Co Ltd",L20," L2CB11 L2WB11","80.01.11.xxxxx80.01.11.xxxxx: 31 Dec 2026",,4-90314,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Landi Commercial Equipment Co Ltd",M37," L61000xx1x1 (No cellular; no Wi-Fi; no Bluetooth; no MSR; with CTLS)  L61000xx4x1 (No cellular; no Wi-Fi; no Bluetooth; with MSR; no CTLS)  L61000xx5x1 (No cellular; no Wi-Fi; no Bluetooth; with MSR; with CTLS)  L61001xx0x1 (No cellular; with Wi-Fi; no Bluetooth; no MSR; no CTLS)  L61001xx1x1 (No cellular; with Wi-Fi; no Bluetooth; no MSR; with CTLS)  L61001xx4x1 (No cellular; with Wi-Fi; no Bluetooth; with MSR; no CTLS)  L61001xx5x1 (No cellular; with Wi-Fi; no Bluetooth; with MSR; with CTLS)  L61002xx0x1 (No cellular; no Wi-Fi; with Bluetooth; no MSR; no CTLS)  L61002xx1x1 (No cellular; no Wi-Fi; with Bluetooth; no MSR; with CTLS)  L61002xx4x1 (No cellular; no Wi-Fi; with Bluetooth; with MSR; no CTLS)  L61002xx5x1 (No cellular; no Wi-Fi; with Bluetooth; with MSR; with CTLS)  L61003xx0x1 (No cellular; with Wi-Fi; with Bluetooth; no MSR; no CTLS)  L61003xx1x1 (No cellular; with Wi-Fi; with Bluetooth; no MSR; with CTLS)  L61003xx4x1 (No cellular; with Wi-Fi; with Bluetooth; with MSR; no CTLS)  L61003xx5x1 (No cellular; with Wi-Fi; with Bluetooth; with MSR; with CTLS)  L610x0xx0x1 (With cellular; no Wi-Fi; no Bluetooth; no MSR; no CTLS)  L610x0xx1x1 (With cellular; no Wi-Fi; no Bluetooth; no MSR; with CTLS)  L610x0xx4x1 (With cellular; no Wi-Fi; no Bluetooth; with MSR; no CTLS)  L610x0xx5x1 (With cellular; no Wi-Fi; no Bluetooth; with MSR; with CTLS)  L610x1xx0x1 (With cellular; with Wi-Fi; no Bluetooth; no MSR; no CTLS)  L610x1xx1x1 (With cellular; with Wi-Fi; no Bluetooth; no MSR; with CTLS)  L610x1xx4x1 (With cellular; with Wi-Fi; no Bluetooth; with MSR; no CTLS)  L610x1xx5x1 (With cellular; with Wi-Fi; no Bluetooth; with MSR; with CTLS)  L610x2xx0x1 (With cellular; no Wi-Fi; with Bluetooth; no MSR; no CTLS)  L610x2xx1x1 (With cellular; no Wi-Fi; with Bluetooth; no MSR; with CTLS)  L610x2xx4x1 (With cellular; no Wi-Fi; with Bluetooth; with MSR; no CTLS)  L610x2xx5x1 (With cellular; no Wi-Fi; with Bluetooth; with MSR; with CTLS)  L610x3xx0x1 (With cellular; with Wi-Fi; with Bluetooth; no MSR; no CTLS)  L610x3xx1x1 (With cellular; with Wi-Fi; with Bluetooth; no MSR; with CTLS)  L610x3xx4x1 (With cellular; with Wi-Fi; with Bluetooth; with MSR; no CTLS)  L610x3xx5x1 (With cellular; with Wi-Fi; with Bluetooth; with MSR; with CTLS) L61000xx0x1 (No cellular; no Wi-Fi; no Bluetooth; no MSR; no CTLS)","BOOT:B01xx CTRL:C01xx",,4-90058,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Fujian Landi Commercial Equipment Co Ltd",P20," P2C1x1xxxx P2W1x1xxxx","A1.01.01.xxxxxA1.01.01.xxxxx: 31 Dec 2026",,4-90379,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Landi Commercial Equipment Co Ltd","S160, S160D"," b = 1: colour LCD w/o Barcode Module (S160D)  b = 2: B&W LCD w/o Barcode Module (S160)  b = 3: colour LCD w/ Barcode module (S160D)  b = 4: B&W LCD w/ Barcode module (S160)  x51x00xx1b4 (CTLS) x51x00xx0b4 (Non CTLS)",0104.xxxxxx,,4-30289,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,CTLS,SRED",,,,,0
"Fujian Morefun Electronic Technology Co.,Ltd.","ET389 Pro",A10,"1.011.01: 31 Dec 2026",,4-40391,6.x,"Non PED",,"30 Apr 2031",N/A,"TDES:N/A; AES:N/A","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",N/A,N/A,"CTLS,OP,SRED",,,,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",H9,MF_HW_2.01,"MF_FW_2.01MF_FW_2.01: 31 Dec 2024",,4-90203,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.","H9 Pro",MF_HW_A10,"MF_FW_1.01MF_FW_1.01: 31 Dec 2025",,4-90305,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",H9+,MF_HW_V3.01,"MF_FW_V3.01MF_FW_V3.01: 31 Dec 2025",,4-90265,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",M90,A20,"1.011.01: 31 Dec 2026",,4-40409,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",MF360,360_AH_1.01,360_AF_1.01,,4-90121,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:Fixed",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Fujian Morefun Electronic Technology Co.,Ltd.",MF360,360_AH_2.01,"360_AF_2.01360_AF_2.01: 31 Dec 2025",,4-40354,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",MF919,MF_ADHW_2.01,"MF_ADFW_2.01MF_ADFW_2.01: 31 Dec 2024",,4-40337,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",MF919,MF_ADHD_1.02,"MF_ADFW_1.01,MF_ADFW_1.02",,4-90041,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK; AES:Fixed",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",MF960,MF_HW_V1.01,"MF_FW_V1.01MF_FW_V1.01: 31 Dec 2025",,4-90263,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",MP63,MPOS_HD_1.01,MPOS_FW_1.01,,4-90042,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Fujian Morefun Electronic Technology Co.,Ltd.",MP63,MPOS_HD_2.01,"MPOS_FW_2.01MPOS_FW_2.01: 31 Dec 2024",,4-90182,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",MP70,MF_HW_V2.01,"MF_FW_V2.01MF_FW_V2.01: 31 Dec 2024",,4-90229,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",MP70,MP_HD_V1.01,MF_FW_V1.02,,4-90021,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP",,,,,1
"Fujian Morefun Electronic Technology Co.,Ltd.",POS10Q,10Q_AH_1.01,10Q_AF_1.01,AP1.01,4-30383,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",POS10Q,10Q_AH_2.01,"10Q_AF_2.0110Q_AF_2.01: 31 Dec 2024",,4-40346,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Morefun Electronic Technology Co.,Ltd.",SR600,SR_H_1.01,"SR_F_1.01SR_F_1.01: 31 Dec 2025",,4-90247,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",N/A,"Physical Keypad","ICCR,CTLS,OP,SRED",,,Yes,,0
"Fujian Newland Payment Technology Co., Ltd.","CPOS R1"," X3_01_xx_00_xx (with CTLS) X3_00_xx_00_xx (without CTLS)",0101.1902xxx.xxx,,4-90056,5.x,SCR,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,N/A,N/A,"ICCR,MSR,CTLS,SRED",,,,,1
"Fujian Newland Payment Technology Co., Ltd.","CPOS X5, CPOS X3"," CPOS X3: X2_00_xx_00_xx (with Bluetooth; with Wi-Fi; without CTLS)  X1_01_xx_00_xx (with Bluetooth; with Wi-Fi; with CTLS)  X2_01_xx_00_xx (with Bluetooth; with Wi-Fi; with CTLS) CPOS X5: X1_00_xx_00_xx (with Bluetooth; with Wi-Fi; without CTLS)",01_01_xx_xxxxxxxx,,4-90057,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Fujian Newland Payment Technology Co., Ltd.",ME30S," Q7_00_xx_01_xx: infers to ICCR  Q7_01_xx_00_xx: infers to ICCR; with CTLS  Q7_01_xx_01_xx: infers to ICCR; with CTLS  Q7_01_xx_02_xx: new IO board version; with ICCR; CTLS  Q7_08_xx_00_xx: infers to ICCR; with MSR  Q7_08_xx_01_xx: infers to ICCR; with MSR  Q7_08_xx_02_xx: new IO board version; with ICCR; MSR  Q7_09_xx_00_xx: infers to ICCR; with CTLS; MSR  Q7_09_xx_01_xx: infers to ICCR; with CTLS and MSR  Q7_09_xx_02_xx: new IO board version; with ICCR; CTLS and MSR  Q7_10_xx_00_xx: infers to ICCR; with Bluetooth  Q7_10_xx_01_xx: infers to ICCR; with Bluetooth  Q7_10_xx_02_xx: new IO board version; with ICCR; Bluetooth  Q7_11_xx_00_xx: infers to ICCR; with CTLS; Bluetooth  Q7_11_xx_01_xx: infers to ICCR; with CTLS and Bluetooth  Q7_11_xx_02_xx: new IO board version; with ICCR; CTLS and Bluetooth  Q7_18_xx_00_xx: infers to ICCR; with Bluetooth; MSR  Q7_18_xx_01_xx: infers to ICCR; with Bluetooth and MSR  Q7_18_xx_02_xx: new IO board version; with ICCR; Bluetooth and MSR  Q7_19_xx_00_xx: infers to ICCR; with Bluetooth; CTLS; MSR  Q7_19_xx_01_xx: infers to ICCR; with Bluetooth; CTLS and MSR  Q7_19_xx_02_xx: new IO board version; with ICCR; Bluetooth; CTLS and MSR  Q7_20_xx_00_xx: infers to ICCR; with Wi-Fi  Q7_20_xx_01_xx: infers to ICCR; with Wi-Fi  Q7_21_xx_00_xx: infers to ICCR; with Wi-Fi; CTLS  Q7_21_xx_01_xx: infers to ICCR; with Wi-Fi and CTLS  Q7_28_xx_00_xx: infers to ICCR; with Wi-Fi; MSR  Q7_28_xx_01_xx: infers to ICCR; with Wi-Fi and MSR  Q7_29_xx_00_xx: infers to ICCR; with CTLS; Wi-Fi; MSR  Q7_29_xx_01_xx: infers to ICCR; with CTLS; Wi-Fi and MSR  Q7_31_xx_00_xx: infers to ICCR; with Bluetooth; CTLS; Wi-Fi  Q7_31_xx_01_xx: infers to ICCR; with Bluetooth; CTLS; and Wi-Fi  Q7_39_xx_00_xx: infers to ICCR; with Bluetooth; CTLS; Wi-Fi; MSR  Q7_39_xx_01_xx: infers to ICCR; with Bluetooth; CTLS; Wi-Fi and MSR Q7_00_xx_00_xx: infers to ICCR Q7_00_xx_02_xx: new IO board version; with ICCR"," V3. 01_xx_xxxxxxxx,V3.02_xx_xxxxxxxx,V3.03_xx_xxxxxxxx",,4-40296,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Fujian Newland Payment Technology Co., Ltd.",ME31,Q1_xx_xx_13_xx,02.00_00_xxxxxxxx,,4-90095,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
